"customer_id","aov","num_purchases","club_member_status","fashion_news_frequency","avg_age","Shoes & Socks","Blouses, Tops & Shirts","Hoodies & Outerwear","Skirts, Shorts & Tights","Swimwear","Trousers","Knitwear","T-shirts","Nightwear","Underwear","Accessories","Dresses, Jumpsuits & Sets"
22017,0.0207966101694915,5,"ACTIVE","NONE",59,0,0,0,0,0,0,1,0,0,0,1,3
22018,0.0156214689265536,3,"ACTIVE","NONE",20,0,0,0,0,0,0,3,0,0,0,0,0
22019,0.0112824858757062,3,"ACTIVE","NONE",33,0,0,0,0,0,0,0,3,0,0,0,0
22020,0.0169322033898305,1,"ACTIVE","NONE",47,0,0,0,0,0,0,0,0,0,0,1,0
22021,0.0304915254237288,4,"ACTIVE","NONE",18,0,0,0,0,0,4,0,0,0,0,0,0
22022,0.0118474576271186,1,"ACTIVE","Regularly",32,0,0,0,0,1,0,0,0,0,0,0,0
22023,0.0169322033898305,1,"ACTIVE","Regularly",29,0,0,0,0,0,0,0,0,1,0,0,0
22024,0.0146723163841808,3,"ACTIVE","NONE",40,0,0,0,0,0,0,0,3,0,0,0,0
22025,0.0254067796610169,2,"ACTIVE","NONE",26,0,1,0,0,0,0,1,0,0,0,0,0
22026,0.0118474576271186,1,"ACTIVE","NONE",32,0,0,1,0,0,0,0,0,0,0,0,0
22027,0.0207372881355932,4,"ACTIVE","Regularly",41,0,2,0,0,0,1,0,0,0,0,1,0
22028,0.0304915254237288,1,"ACTIVE","NONE",21,0,0,0,0,0,0,0,0,0,1,0,0
22029,0.0190508474576271,4,"ACTIVE","NONE",60,0,0,0,0,0,1,0,2,1,0,0,0
22030,0.0254067796610169,1,"ACTIVE","Regularly",28,0,0,0,0,0,1,0,0,0,0,0,0
22031,0.0254067796610169,1,"ACTIVE","NONE",20,0,0,0,0,0,1,0,0,0,0,0,0
22032,0.008457627118644,1,"ACTIVE","NONE",37,0,0,0,0,0,0,0,1,0,0,0,0
22033,0.0361412429378531,3,"ACTIVE","NONE",25,0,0,0,0,2,1,0,0,0,0,0,0
22034,0.0338813559322033,1,"ACTIVE","NONE",19,0,0,1,0,0,0,0,0,0,0,0,0
22035,0.0381186440677966,1,"ACTIVE","NONE",20,0,0,0,0,0,0,0,0,0,0,0,1
22036,0.0423559322033898,1,"ACTIVE","NONE",28,0,0,0,0,0,0,1,0,0,0,0,0
22037,0.0254067796610169,1,"PRE-CREATE","NONE",25,0,0,0,0,0,0,0,0,0,0,0,1
22038,0.0338813559322033,1,"ACTIVE","Regularly",21,0,0,1,0,0,0,0,0,0,0,0,0
22039,0.0182881355932203,1,"ACTIVE","NONE",20,0,0,0,0,0,1,0,0,0,0,0,0
22040,0.0050677966101694,1,"ACTIVE","NONE",31,0,0,0,0,0,0,0,0,0,0,1,0
22041,0.0169322033898304,2,"ACTIVE","NONE",58,0,0,0,0,0,1,0,1,0,0,0,0
22042,0.0169322033898305,1,"ACTIVE","NONE",20,0,0,0,0,0,0,0,0,0,1,0,0
22043,0.0043728813559322,1,"ACTIVE","Regularly",50,0,0,0,0,0,0,0,0,0,0,1,0
22044,0.0213389830508474,1,"ACTIVE","NONE",25,0,0,0,0,0,0,0,0,0,1,0,0
22045,0.0118474576271186,1,"ACTIVE","NONE",58,0,0,1,0,0,0,0,0,0,0,0,0
22046,0.014789077212806,9,"ACTIVE","NONE",55,0,0,0,4,1,2,0,0,0,0,1,1
22047,0.0137118644067796,2,"ACTIVE","NONE",25,1,0,0,0,0,0,0,0,0,1,0,0
22048,0.0060847457627118,1,"ACTIVE","Regularly",34,0,0,1,0,0,0,0,0,0,0,0,0
22049,0.0304915254237288,2,"ACTIVE","Regularly",43,0,0,2,0,0,0,0,0,0,0,0,0
22050,0.0135423728813559,1,"ACTIVE","NONE",22,1,0,0,0,0,0,0,0,0,0,0,0
22051,0.0158262711864407,4,"ACTIVE","NONE",33,1,0,0,0,0,3,0,0,0,0,0,0
22052,0.0254067796610169,1,"ACTIVE","NONE",37,0,0,0,0,0,0,0,0,0,0,1,0
22053,0.0209830508474576,4,"ACTIVE","NONE",48,1,0,0,0,1,0,0,1,0,0,0,1
22054,0.0280508474576271,2,"ACTIVE","NONE",53,0,0,0,0,0,1,1,0,0,0,0,0
22055,0.0326101694915254,4,"ACTIVE","NONE",18,0,0,2,0,2,0,0,0,0,0,0,0
22056,0.0291416464891041,14,"ACTIVE","NONE",33,0,0,2,0,7,4,0,0,0,1,0,0
22057,0.0169322033898305,1,"ACTIVE","NONE",59,0,0,0,0,0,0,0,0,0,1,0,0
22058,0.0317881355932203,2,"ACTIVE","NONE",23,0,0,0,1,1,0,0,0,0,0,0,0
22059,0.0254067796610169,1,"ACTIVE","Regularly",48,0,0,0,0,1,0,0,0,0,0,0,0
22060,0.024635593220339,4,"ACTIVE","NONE",22,0,0,1,1,0,0,0,0,0,2,0,0
22061,0.0135423728813559,3,"ACTIVE","Regularly",23,3,0,0,0,0,0,0,0,0,0,0,0
22062,0.0169322033898305,1,"ACTIVE","Regularly",58,0,1,0,0,0,0,0,0,0,0,0,0
22063,0.0118474576271186,1,"PRE-CREATE","NONE",49,0,1,0,0,0,0,0,0,0,0,0,0
22064,0.0186271186440678,3,"ACTIVE","NONE",20,0,0,0,0,0,0,0,2,0,0,0,1
22065,0.0423559322033898,4,"ACTIVE","NONE",55,0,0,0,0,0,3,0,0,0,1,0,0
22066,0.0254067796610169,1,"ACTIVE","NONE",29,0,0,0,1,0,0,0,0,0,0,0,0
22067,0.008457627118644,1,"ACTIVE","NONE",31,0,0,0,0,0,0,0,1,0,0,0,0
22068,0.0108305084745762,1,"ACTIVE","Regularly",20,0,1,0,0,0,0,0,0,0,0,0,0
22069,0.018135593220339,5,"ACTIVE","Regularly",22,0,1,0,0,3,0,0,1,0,0,0,0
22070,0.0118474576271186,1,"ACTIVE","NONE",29,0,1,0,0,0,0,0,0,0,0,0,0
22071,0.0423559322033898,1,"ACTIVE","NONE",26,0,0,0,0,0,0,1,0,0,0,0,0
22072,0.0338813559322033,1,"ACTIVE","Regularly",50,0,0,0,0,0,1,0,0,0,0,0,0
22073,0.0160338983050847,2,"ACTIVE","Regularly",41,0,0,0,0,0,0,1,1,0,0,0,0
22074,0.0165084745762712,4,"ACTIVE","NONE",46,0,1,2,0,0,0,0,0,1,0,0,0
22075,0.0208870056497175,3,"ACTIVE","Regularly",25,0,0,0,1,0,1,0,1,0,0,0,0
22076,0.0085762711864406,2,"ACTIVE","Regularly",54,0,0,0,0,0,0,0,0,2,0,0,0
22077,0.0287966101694915,3,"ACTIVE","Regularly",55,0,0,2,0,0,0,1,0,0,0,0,0
22078,0.0151525423728813,1,"ACTIVE","NONE",21,0,0,0,0,0,0,0,0,0,1,0,0
22079,0.0228474576271186,3,"ACTIVE","Regularly",49,2,0,0,0,0,0,0,0,0,0,0,1
22080,0.0154237288135593,2,"ACTIVE","NONE",44,0,0,0,0,0,0,0,0,0,2,0,0
22081,0.0152372881355932,1,"ACTIVE","NONE",38,0,0,0,0,0,0,0,0,0,1,0,0
22082,0.0211694915254237,4,"ACTIVE","Regularly",57,0,2,0,0,0,0,2,0,0,0,0,0
22083,0.0190508474576271,1,"ACTIVE","Regularly",20,0,0,0,0,0,0,1,0,0,0,0,0
22084,0.0338813559322033,1,"ACTIVE","NONE",22,0,0,0,0,0,0,0,0,1,0,0,0
22085,0.0457457627118644,1,"ACTIVE","Regularly",49,0,0,0,0,0,1,0,0,0,0,0,0
22086,0.0315211864406779,4,"ACTIVE","NONE",38,0,0,1,0,0,2,0,1,0,0,0,0
22087,0.0423559322033898,1,"ACTIVE","NONE",59,0,0,0,1,0,0,0,0,0,0,0,0
22088,0.0169322033898305,2,"ACTIVE","NONE",42,0,0,0,0,0,0,0,0,0,2,0,0
22089,0.0182033898305085,4,"ACTIVE","Regularly",23,0,0,0,1,0,1,0,2,0,0,0,0
22090,0.0169322033898305,1,"ACTIVE","Regularly",32,0,0,0,0,1,0,0,0,0,0,0,0
22091,0.0169322033898305,2,"ACTIVE","NONE",18,0,0,0,0,2,0,0,0,0,0,0,0
22092,0.035093220338983,2,"ACTIVE","Regularly",28,0,0,0,1,0,0,0,0,0,0,1,0
22093,0.0138813559322034,2,"ACTIVE","Regularly",31,0,0,1,0,0,0,0,1,0,0,0,0
22094,0.0338813559322033,2,"ACTIVE","NONE",58,0,0,0,0,0,0,1,0,0,1,0,0
22095,0.017728813559322,1,"ACTIVE","NONE",33,0,0,0,1,0,0,0,0,0,0,0,0
22096,0.0299265536723164,3,"ACTIVE","NONE",33,0,0,0,0,2,0,1,0,0,0,0,0
22097,0.0338813559322033,1,"ACTIVE","NONE",47,0,0,0,0,0,1,0,0,0,0,0,0
22098,0.0341468926553672,3,"ACTIVE","Regularly",29,0,0,1,0,0,1,1,0,0,0,0,0
22099,0.0169322033898305,1,"PRE-CREATE","NONE",64,0,0,0,0,0,0,0,0,1,0,0,0
22100,0.00902259887005643,3,"ACTIVE","Regularly",23,0,0,2,0,0,0,0,1,0,0,0,0
22101,0.0167457627118643,2,"ACTIVE","NONE",50,0,0,0,0,0,0,1,1,0,0,0,0
22102,0.0158728813559322,2,"ACTIVE","NONE",26,1,0,0,0,0,0,0,0,0,1,0,0
22103,0.0222994350282485,3,"ACTIVE","NONE",60,0,0,1,1,0,0,0,1,0,0,0,0
22104,0.032864406779661,5,"ACTIVE","Regularly",25,0,0,0,0,0,4,0,0,0,1,0,0
22105,0.0423559322033898,1,"ACTIVE","NONE",27,0,0,0,0,0,0,1,0,0,0,0,0
22106,0.0173135593220339,6,"ACTIVE","NONE",50,0,2,0,0,0,0,0,0,1,0,0,3
22107,0.0306610169491525,2,"ACTIVE","NONE",23,0,0,0,0,0,0,0,0,0,2,0,0
22108,0.0338813559322033,1,"ACTIVE","Regularly",48,0,0,0,0,0,1,0,0,0,0,0,0
22109,0.0181186440677965,2,"ACTIVE","NONE",18,0,0,0,0,0,1,0,1,0,0,0,0
22110,0.0220169491525423,1,"ACTIVE","NONE",31,0,0,0,0,0,0,0,0,0,1,0,0
22111,0.0247033898305084,4,"ACTIVE","Regularly",19,0,1,0,0,0,1,0,0,0,2,0,0
22112,0.0135423728813559,1,"ACTIVE","NONE",29,0,0,0,0,0,0,0,1,0,0,0,0
22113,0.0338813559322033,3,"ACTIVE","NONE",25,0,0,0,0,0,0,0,0,0,0,0,3
22114,0.0186101694915254,2,"ACTIVE","NONE",30,0,0,0,0,0,0,0,0,0,2,0,0
22115,0.0165084745762712,2,"ACTIVE","NONE",18,0,0,0,0,0,0,1,1,0,0,0,0
22116,0.020322033898305,1,"ACTIVE","NONE",51,0,1,0,0,0,0,0,0,0,0,0,0
22117,0.0169322033898305,1,"ACTIVE","NONE",19,0,0,0,0,0,0,0,0,0,1,0,0
22118,0.0338813559322033,1,"ACTIVE","NONE",24,0,0,0,0,0,1,0,0,0,0,0,0
22119,0.0169322033898305,1,"ACTIVE","NONE",20,1,0,0,0,0,0,0,0,0,0,0,0
22120,0.008457627118644,1,"ACTIVE","Regularly",58,0,0,0,0,0,0,0,1,0,0,0,0
22121,0.0296440677966101,2,"ACTIVE","NONE",23,0,0,0,0,0,0,0,0,2,0,0,0
22122,0.0232881355932203,12,"ACTIVE","NONE",25,0,4,0,0,6,0,0,0,2,0,0,0
22123,0.0101525423728813,1,"ACTIVE","NONE",26,0,0,0,0,0,0,0,0,0,1,0,0
22124,0.0338813559322033,1,"ACTIVE","Regularly",22,0,1,0,0,0,0,0,0,0,0,0,0
22125,0.0317627118644067,4,"ACTIVE","Regularly",56,0,0,3,0,0,1,0,0,0,0,0,0
22126,0.0169322033898305,1,"ACTIVE","NONE",25,1,0,0,0,0,0,0,0,0,0,0,0
22127,0.0304915254237288,1,"ACTIVE","NONE",53,0,0,0,0,0,1,0,0,0,0,0,0
22128,0.0296440677966101,2,"ACTIVE","Regularly",27,0,0,0,0,0,1,1,0,0,0,0,0
22129,0.0332203389830508,1,"ACTIVE","NONE",53,0,0,0,0,0,1,0,0,0,0,0,0
22130,0.0135423728813559,1,"ACTIVE","NONE",27,0,0,0,0,0,0,0,1,0,0,0,0
22131,0.0338813559322033,2,"ACTIVE","Regularly",56,0,0,0,0,0,2,0,0,0,0,0,0
22132,0.0254067796610169,2,"ACTIVE","NONE",20,0,0,0,1,0,0,0,0,0,0,1,0
22133,0.0372711864406779,1,"ACTIVE","Regularly",28,0,0,0,0,0,0,1,0,0,0,0,0
22134,0.0118474576271186,2,"ACTIVE","NONE",30,0,0,0,0,0,0,0,0,0,2,0,0
22135,0.0508305084745762,1,"ACTIVE","NONE",51,0,0,0,0,0,1,0,0,0,0,0,0
22136,0.0165084745762712,8,"PRE-CREATE","NONE",51,6,0,0,0,0,0,0,0,0,2,0,0
22137,0.0338813559322033,1,"ACTIVE","NONE",25,0,0,0,0,0,1,0,0,0,0,0,0
22138,0.0169322033898305,1,"ACTIVE","NONE",27,0,1,0,0,0,0,0,0,0,0,0,0
22139,0.0198135593220338,1,"ACTIVE","Regularly",19,0,1,0,0,0,0,0,0,0,0,0,0
22140,0.0349604519774011,9,"ACTIVE","Regularly",25,0,0,1,0,0,7,1,0,0,0,0,0
22141,0.0244030131826742,9,"ACTIVE","Regularly",50,2,2,0,2,0,1,0,0,0,0,1,1
22142,0.0211694915254237,2,"ACTIVE","NONE",62,0,0,0,0,0,0,1,0,0,1,0,0
22143,0.0355585516178736,22,"ACTIVE","NONE",44,0,0,1,2,0,13,3,0,0,0,0,3
22144,0.0169322033898305,1,"ACTIVE","Regularly",34,0,0,0,0,0,0,0,0,0,0,1,0
22145,0.0381186440677966,1,"ACTIVE","NONE",44,0,0,0,0,0,1,0,0,0,0,0,0
22146,0.0189661016949152,2,"ACTIVE","NONE",44,2,0,0,0,0,0,0,0,0,0,0,0
22147,0.0177796610169491,2,"ACTIVE","NONE",34,0,0,0,0,0,0,1,0,0,0,1,0
22148,0.0129491525423728,1,"ACTIVE","NONE",57,0,0,0,0,1,0,0,0,0,0,0,0
22149,0.0508305084745762,1,"ACTIVE","NONE",63,0,0,0,0,0,1,0,0,0,0,0,0
22150,0.028231638418079,3,"ACTIVE","NONE",60,0,0,0,0,0,3,0,0,0,0,0,0
22151,0.0296440677966101,2,"ACTIVE","Regularly",18,0,1,1,0,0,0,0,0,0,0,0,0
22152,0.0338813559322033,2,"ACTIVE","Regularly",27,0,0,0,0,0,2,0,0,0,0,0,0
22153,0.0308008474576271,4,"ACTIVE","Regularly",36,0,0,1,1,0,1,0,1,0,0,0,0
22154,0.022864406779661,1,"ACTIVE","NONE",22,0,0,0,0,1,0,0,0,0,0,0,0
22155,0.0220169491525423,1,"ACTIVE","NONE",25,0,0,0,0,1,0,0,0,0,0,0,0
22156,0.0326610169491525,1,"ACTIVE","NONE",27,0,0,0,0,0,1,0,0,0,0,0,0
22157,0.0283728813559322,8,"ACTIVE","NONE",26,0,1,1,0,4,0,2,0,0,0,0,0
22158,0.0253801452784503,7,"ACTIVE","NONE",35,0,0,0,2,0,0,3,0,0,2,0,0
22159,0.0142203389830508,1,"ACTIVE","Regularly",21,0,0,0,0,0,0,0,0,0,1,0,0
22160,0.020322033898305,3,"ACTIVE","Regularly",34,0,0,0,1,0,0,0,2,0,0,0,0
22161,0.0230338983050847,1,"ACTIVE","NONE",58,0,0,0,0,0,1,0,0,0,0,0,0
22162,0.0254067796610169,1,"ACTIVE","Regularly",20,0,0,0,0,0,0,0,0,0,1,0,0
22163,0.0211694915254237,2,"ACTIVE","NONE",24,0,0,1,0,0,1,0,0,0,0,0,0
22164,0.0457457627118644,1,"ACTIVE","Regularly",29,0,0,0,0,0,1,0,0,0,0,0,0
22165,0.0220169491525423,1,"ACTIVE","NONE",34,0,0,0,0,1,0,0,0,0,0,0,0
22166,0.0220169491525423,1,"ACTIVE","NONE",34,0,0,0,0,0,0,0,0,0,1,0,0
22167,0.0281447196870925,13,"PRE-CREATE","Regularly",47,0,0,0,2,4,6,1,0,0,0,0,0
22168,0.0304915254237288,1,"ACTIVE","NONE",31,0,0,0,0,1,0,0,0,0,0,0,0
22169,0.0126949152542373,2,"ACTIVE","NONE",32,0,0,0,0,1,0,0,0,0,0,1,0
22170,0.0304915254237288,1,"ACTIVE","NONE",24,0,0,0,0,0,0,0,0,0,0,0,1
22171,0.0164406779661016,1,"ACTIVE","NONE",58,0,0,0,0,0,0,1,0,0,0,0,0
22172,0.0338813559322033,1,"ACTIVE","Regularly",28,0,0,0,0,0,0,1,0,0,0,0,0
22173,0.0211694915254237,2,"ACTIVE","Regularly",56,0,1,0,0,0,0,0,0,1,0,0,0
22174,0.021593220338983,1,"ACTIVE","NONE",22,0,0,0,0,1,0,0,0,0,0,0,0
22175,0.0508305084745762,1,"ACTIVE","NONE",52,0,0,0,0,0,0,0,0,0,0,0,1
22176,0.0271016949152542,1,"ACTIVE","NONE",53,0,0,0,0,0,1,0,0,0,0,0,0
22177,0.0321864406779661,2,"ACTIVE","Regularly",35,0,0,0,0,0,2,0,0,0,0,0,0
22178,0.0508305084745762,1,"ACTIVE","NONE",24,0,0,0,0,0,1,0,0,0,0,0,0
22179,0.0231101694915254,2,"ACTIVE","Regularly",27,0,0,0,0,1,0,1,0,0,0,0,0
22180,0.0338813559322033,1,"ACTIVE","Regularly",41,0,0,0,0,0,1,0,0,0,0,0,0
22181,0.0152372881355932,1,"ACTIVE","NONE",30,0,1,0,0,0,0,0,0,0,0,0,0
22182,0.0271016949152542,1,"ACTIVE","NONE",51,0,0,0,0,0,1,0,0,0,0,0,0
22183,0.037728813559322,7,"ACTIVE","Regularly",24,0,4,2,0,1,0,0,0,0,0,0,0
22184,0.0333898305084745,4,"ACTIVE","NONE",36,0,1,0,0,0,3,0,0,0,0,0,0
22185,0.0338813559322033,1,"ACTIVE","NONE",20,0,0,0,0,0,0,0,0,0,1,0,0
22186,0.0892485875706214,3,"ACTIVE","NONE",28,0,0,2,0,1,0,0,0,0,0,0,0
22187,0.0252542372881355,9,"ACTIVE","NONE",34,0,2,0,0,7,0,0,0,0,0,0,0
22188,0.0296440677966101,4,"ACTIVE","Regularly",45,0,0,0,0,0,3,1,0,0,0,0,0
22189,0.021593220338983,1,"ACTIVE","NONE",32,0,0,0,0,0,1,0,0,0,0,0,0
22190,0.0338813559322033,1,"ACTIVE","NONE",47,0,0,0,0,0,1,0,0,0,0,0,0
22191,0.0321864406779661,2,"ACTIVE","NONE",17,0,0,0,0,0,2,0,0,0,0,0,0
22192,0.0143983050847457,2,"ACTIVE","NONE",23,0,0,0,0,0,0,1,0,0,0,1,0
22193,0.0338813559322033,3,"ACTIVE","NONE",42,0,1,0,0,0,2,0,0,0,0,0,0
22194,0.0304915254237288,2,"ACTIVE","NONE",47,0,0,0,0,2,0,0,0,0,0,0,0
22195,0.0067627118644067,1,"ACTIVE","NONE",35,0,0,1,0,0,0,0,0,0,0,0,0
22196,0.0254067796610169,3,"ACTIVE","NONE",18,0,1,0,0,1,1,0,0,0,0,0,0
22197,0.0143898305084745,2,"ACTIVE","NONE",51,0,0,0,0,2,0,0,0,0,0,0,0
22198,0.0135423728813559,1,"ACTIVE","NONE",44,0,0,0,0,0,0,0,1,0,0,0,0
22199,0.0101525423728814,2,"ACTIVE","Regularly",24,0,0,0,0,0,0,1,0,0,0,1,0
22200,0.0158093220338982,4,"ACTIVE","NONE",51,0,0,0,0,0,2,0,0,0,0,2,0
22201,0.0260847457627118,5,"ACTIVE","NONE",26,0,1,0,0,2,0,0,0,0,0,1,1
22202,0.0917627118644068,2,"ACTIVE","NONE",50,0,0,1,0,0,0,0,0,0,0,0,1
22203,0.0101525423728813,2,"ACTIVE","Regularly",21,1,0,1,0,0,0,0,0,0,0,0,0
22204,0.0115084745762711,2,"ACTIVE","NONE",57,1,0,0,0,0,0,0,0,0,0,1,0
22205,0.0169322033898305,1,"ACTIVE","Regularly",25,0,1,0,0,0,0,0,0,0,0,0,0
22206,0.0621299435028248,3,"ACTIVE","NONE",33,0,0,1,0,0,0,0,0,0,2,0,0
22207,0.0259457627118644,5,"ACTIVE","NONE",29,0,0,1,0,0,1,1,0,0,2,0,0
22208,0.0260847457627118,5,"ACTIVE","NONE",43,0,0,2,0,0,3,0,0,0,0,0,0
22209,0.0112881355932203,3,"ACTIVE","NONE",47,0,0,0,3,0,0,0,0,0,0,0,0
22210,0.0115805084745762,4,"ACTIVE","NONE",26,0,0,0,0,0,1,0,2,0,1,0,0
22211,0.0367062146892655,3,"ACTIVE","Regularly",52,0,0,0,0,0,2,0,1,0,0,0,0
22212,0.0319981167608286,9,"ACTIVE","Regularly",45,0,1,0,0,0,7,1,0,0,0,0,0
22213,0.0321864406779661,5,"PRE-CREATE","NONE",50,0,0,0,1,0,1,0,0,1,2,0,0
22214,0.0338813559322033,1,"ACTIVE","NONE",30,0,0,0,1,0,0,0,0,0,0,0,0
22215,0.0241355932203389,2,"ACTIVE","Regularly",47,0,0,0,0,0,2,0,0,0,0,0,0
22216,0.0152372881355932,2,"ACTIVE","NONE",54,0,0,0,0,2,0,0,0,0,0,0,0
22217,0.0338813559322033,1,"ACTIVE","NONE",56,0,0,1,0,0,0,0,0,0,0,0,0
22218,0.0141073446327683,3,"ACTIVE","NONE",26,0,2,0,0,0,0,0,1,0,0,0,0
22219,0.0221299435028248,3,"ACTIVE","Regularly",27,0,0,0,0,0,0,2,1,0,0,0,0
22220,0.0161242937853107,3,"ACTIVE","Regularly",75,0,0,1,0,0,0,1,0,1,0,0,0
22221,0.0135466101694915,4,"ACTIVE","NONE",28,0,0,0,0,0,0,0,0,0,4,0,0
22222,0.0220169491525423,1,"ACTIVE","NONE",25,0,0,0,0,0,0,1,0,0,0,0,0
22223,0.0351525423728813,4,"ACTIVE","NONE",21,0,0,2,0,0,0,2,0,0,0,0,0
22224,0.0423559322033898,1,"ACTIVE","NONE",46,0,0,0,0,0,1,0,0,0,0,0,0
22225,0.0254067796610169,1,"ACTIVE","Regularly",44,0,1,0,0,0,0,0,0,0,0,0,0
22226,0.0220169491525423,1,"ACTIVE","NONE",49,0,0,0,0,1,0,0,0,0,0,0,0
22227,0.0381186440677966,1,"ACTIVE","NONE",56,0,0,0,0,0,1,0,0,0,0,0,0
22228,0.0187645951035781,9,"ACTIVE","NONE",30,0,1,0,1,0,2,0,2,0,1,1,1
22229,0.021593220338983,1,"ACTIVE","NONE",21,0,0,0,0,0,0,1,0,0,0,0,0
22230,0.0503796610169491,10,"ACTIVE","NONE",29,0,1,2,0,0,6,0,0,0,0,0,1
22231,0.0115649717514124,3,"ACTIVE","Regularly",54,0,1,0,0,0,0,1,1,0,0,0,0
22232,0.0359999999999999,4,"ACTIVE","Regularly",23,0,0,0,0,0,1,2,0,0,1,0,0
22233,0.0135423728813559,1,"ACTIVE","Regularly",25,0,0,0,0,0,0,0,1,0,0,0,0
22234,0.00963135593220335,4,"ACTIVE","NONE",27,0,0,1,0,0,0,0,3,0,0,0,0
22235,0.0169322033898305,1,"ACTIVE","Regularly",77,0,1,0,0,0,0,0,0,0,0,0,0
22236,0.0338813559322033,1,"ACTIVE","NONE",22,0,0,0,0,0,1,0,0,0,0,0,0
22237,0.0338813559322033,1,"ACTIVE","Regularly",48,0,1,0,0,0,0,0,0,0,0,0,0
22238,0.0289378531073446,6,"ACTIVE","Regularly",52,0,0,1,0,0,2,0,0,1,2,0,0
22239,0.0169322033898305,1,"ACTIVE","Regularly",26,0,0,0,1,0,0,0,0,0,0,0,0
22240,0.0135423728813559,1,"ACTIVE","Regularly",52,0,0,0,0,0,0,1,0,0,0,0,0
22241,0.0254067796610169,2,"PRE-CREATE","NONE",35,0,0,0,0,0,0,0,0,0,2,0,0
22242,0.00972881355932198,4,"ACTIVE","NONE",29,1,0,0,0,0,0,0,1,0,1,1,0
22243,0.0169322033898305,1,"ACTIVE","Regularly",47,0,0,0,0,0,0,0,0,0,1,0,0
22244,0.0432033898305084,4,"ACTIVE","NONE",30,0,2,0,0,0,2,0,0,0,0,0,0
22245,0.0187796610169491,2,"ACTIVE","Regularly",26,0,0,0,0,0,0,0,0,1,0,1,0
22246,0.0167627118644067,1,"ACTIVE","Regularly",24,0,1,0,0,0,0,0,0,0,0,0,0
22247,0.0106610169491525,1,"ACTIVE","NONE",52,0,0,1,0,0,0,0,0,0,0,0,0
22248,0.0338813559322033,1,"ACTIVE","NONE",25,0,0,0,0,0,1,0,0,0,0,0,0
22249,0.0220169491525423,1,"ACTIVE","Regularly",26,0,0,0,0,0,0,0,0,0,1,0,0
22250,0.0101525423728813,1,"ACTIVE","Regularly",55,0,0,0,0,0,0,0,0,0,1,0,0
22251,0.0271016949152542,5,"ACTIVE","Regularly",52,0,0,0,0,0,2,0,0,0,3,0,0
22252,0.0315084745762711,5,"ACTIVE","Regularly",28,0,1,1,0,0,2,0,1,0,0,0,0
22253,0.0160762711864406,4,"ACTIVE","Regularly",21,1,0,0,0,0,0,1,1,0,0,1,0
22254,0.0169322033898305,1,"ACTIVE","NONE",48,0,1,0,0,0,0,0,0,0,0,0,0
22255,0.0338813559322033,1,"ACTIVE","NONE",51,0,1,0,0,0,0,0,0,0,0,0,0
22256,0.008457627118644,1,"ACTIVE","NONE",59,0,0,0,0,0,0,1,0,0,0,0,0
22257,0.0254067796610169,2,"ACTIVE","NONE",48,0,0,0,0,0,0,2,0,0,0,0,0
22258,0.0231610169491525,10,"ACTIVE","NONE",36,2,1,1,0,2,0,2,0,0,1,0,1
22259,0.020322033898305,3,"ACTIVE","Regularly",23,0,0,0,0,0,0,1,0,0,2,0,0
22260,0.0254067796610169,2,"ACTIVE","Regularly",52,0,2,0,0,0,0,0,0,0,0,0,0
22261,0.0135423728813559,1,"ACTIVE","NONE",28,0,1,0,0,0,0,0,0,0,0,0,0
22262,0.0304915254237288,1,"ACTIVE","NONE",26,0,0,0,0,0,1,0,0,0,0,0,0
22263,0.0197181088314005,19,"ACTIVE","Regularly",23,0,0,2,1,0,5,1,10,0,0,0,0
22264,0.0386610169491525,8,"ACTIVE","NONE",46,0,3,0,1,1,0,1,1,0,0,0,1
22265,0.0212045197740113,15,"ACTIVE","Regularly",50,0,1,2,0,3,3,1,3,0,2,0,0
22266,0.0152372881355932,1,"ACTIVE","Regularly",33,0,0,0,0,0,0,0,1,0,0,0,0
22267,0.0254067796610169,1,"ACTIVE","NONE",23,0,0,0,0,1,0,0,0,0,0,0,0
22268,0.0169322033898305,1,"ACTIVE","NONE",26,0,0,0,0,1,0,0,0,0,0,0,0
22269,0.0271016949152542,2,"ACTIVE","NONE",22,0,1,0,0,0,0,1,0,0,0,0,0
22270,0.0101525423728813,1,"ACTIVE","Regularly",23,0,1,0,0,0,0,0,0,0,0,0,0
22271,0.032186440677966,5,"ACTIVE","Regularly",39,0,2,0,2,0,0,0,0,0,0,0,1
22272,0.0254067796610169,2,"ACTIVE","NONE",38,0,0,0,0,2,0,0,0,0,0,0,0
22273,0.0169322033898305,1,"ACTIVE","NONE",19,0,0,0,0,1,0,0,0,0,0,0,0
22274,0.008457627118644,1,"ACTIVE","Regularly",32,0,0,0,0,0,0,0,1,0,0,0,0
22275,0.0220169491525423,2,"ACTIVE","Regularly",48,0,2,0,0,0,0,0,0,0,0,0,0
22276,0.0338813559322033,1,"ACTIVE","NONE",21,0,1,0,0,0,0,0,0,0,0,0,0
22277,0.0254067796610169,2,"ACTIVE","Regularly",47,0,1,0,0,0,0,0,0,0,0,0,1
22278,0.0211694915254237,2,"ACTIVE","NONE",29,0,1,0,0,0,0,1,0,0,0,0,0
22279,0.096593220338983,2,"ACTIVE","Regularly",23,0,0,2,0,0,0,0,0,0,0,0,0
22280,0.0101525423728813,1,"ACTIVE","Regularly",34,0,0,0,1,0,0,0,0,0,0,0,0
